Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
119,Sekou Doumbouya\doumbse01,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0
120,Jeff Dowtin\dowtije01,PG,24,GSW,2,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0
121,PJ Dozier\doziepj01,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
122,Goran Dragić\dragigo01,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
123,Andre Drummond\drumman01,C,28,PHI,19,10,22.4,2.7,5.9,.451,0.0,0.1,.000,2.7,5.9,.455,.451,1.3,2.3,.581,3.3,7.5,10.7,2.2,1.0,1.1,1.8,2.8,6.7
124,Chris Duarte\duartch01,SG,24,IND,20,15,29.6,5.2,12.5,.418,2.0,5.5,.358,3.3,7.0,.464,.496,0.8,1.1,.682,0.5,3.8,4.3,2.1,1.0,0.2,1.7,1.9,13.1
125,Kevin Durant\duranke01,PF,33,BRK,19,19,35.6,10.4,19.0,.548,1.9,4.7,.411,8.5,14.3,.594,.600,5.8,6.8,.854,0.5,7.2,7.6,5.4,0.7,0.6,3.1,1.3,28.6
126,Anthony Edwards\edwaran01,SG,20,MIN,20,20,36.1,8.3,19.3,.431,3.1,8.8,.347,5.3,10.5,.502,.510,2.4,3.2,.750,1.6,5.0,6.6,3.5,1.5,0.7,3.4,2.5,22.1
127,Kessler Edwards\edwarke02,F,21,BRK,2,0,6.0,1.5,3.0,.500,1.0,2.0,.500,0.5,1.0,.500,.667,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,4.0
128,CJ Elleby\ellebcj01,SF,21,POR,8,0,5.3,0.5,1.6,.308,0.1,0.8,.167,0.4,0.9,.429,.346,0.0,0.0,,0.1,1.4,1.5,0.4,0.0,0.0,0.4,0.6,1.1
129,Wayne Ellington\ellinwa01,SG,34,LAL,14,1,19.9,2.1,5.4,.395,1.9,5.0,.386,0.2,0.4,.500,.572,0.3,0.3,1.000,0.2,1.4,1.6,0.6,0.2,0.1,0.4,0.8,6.5
130,Joel Embiid\embiijo01,C,27,PHI,10,10,32.3,7.2,16.1,.447,1.5,3.7,.405,5.7,12.4,.460,.494,7.6,9.8,.776,1.8,8.2,10.0,3.9,0.9,1.5,3.1,2.4,23.5
131,Drew Eubanks\eubandr01,C,24,SAS,18,8,15.7,2.2,4.2,.526,0.0,0.2,.000,2.2,4.0,.556,.526,1.7,2.1,.789,1.3,3.4,4.8,1.6,0.4,0.8,1.3,1.7,6.1
132,Tacko Fall\fallta01,C,26,CLE,7,0,2.7,0.1,0.3,.500,0.0,0.0,,0.1,0.3,.500,.500,0.1,0.6,.250,0.1,0.6,0.7,0.0,0.0,0.1,0.1,0.0,0.4
133,Derrick Favors\favorde01,C,30,OKC,16,8,16.7,2.6,5.3,.488,0.1,0.5,.250,2.4,4.8,.513,.500,0.5,0.9,.571,1.5,3.5,5.0,0.4,0.5,0.1,0.3,1.3,5.8
134,Bruno Fernando\fernabr01,C,23,BOS,7,0,1.9,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.1,0.1,0.1,0.0,0.1,0.3,0.3,0.0
135,Dorian Finney-Smith\finnedo01,PF,28,DAL,18,18,31.6,3.2,7.8,.411,1.7,4.9,.341,1.6,2.9,.528,.518,0.7,1.2,.619,1.8,2.9,4.7,1.2,1.4,0.5,1.0,2.2,8.8
136,Malik Fitts\fittsma01,PF,24,UTA,3,0,2.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
137,Malachi Flynn\flynnma01,PG,23,TOR,15,0,7.7,1.0,2.8,.357,0.3,1.1,.294,0.7,1.7,.400,.417,0.2,0.3,.600,0.3,0.9,1.3,0.9,0.5,0.1,0.2,0.8,2.5
138,Bryn Forbes\forbebr01,SG,28,SAS,18,0,13.4,2.2,4.9,.438,1.0,2.6,.383,1.2,2.3,.500,.539,0.3,0.4,.750,0.1,1.0,1.1,0.6,0.3,0.1,0.8,0.7,5.7
139,Trent Forrest\forretr01,PG,23,UTA,14,0,7.5,0.5,0.9,.583,0.0,0.1,.000,0.5,0.7,.700,.583,0.4,0.4,1.000,0.1,0.8,0.9,0.5,0.3,0.0,0.5,0.6,1.4
140,Evan Fournier\fournev01,SG,29,NYK,20,20,28.7,4.7,11.4,.414,2.6,6.5,.395,2.2,4.9,.439,.526,1.2,1.5,.767,0.6,2.5,3.0,1.8,0.9,0.2,1.3,1.6,13.1
141,De'Aaron Fox\foxde01,PG,24,SAC,21,21,34.7,7.7,17.9,.429,1.1,4.4,.258,6.5,13.4,.486,.461,3.8,5.2,.725,0.6,2.9,3.5,5.6,1.2,0.5,3.0,2.8,20.2
142,Daniel Gafford\gaffoda01,C,23,WAS,17,17,20.7,3.8,5.7,.660,0.0,0.0,,3.8,5.7,.660,.660,1.2,1.8,.667,1.9,3.5,5.4,0.9,0.6,2.1,1.0,2.4,8.7
143,Danilo Gallinari\gallida01,PF,33,ATL,18,0,20.2,2.5,6.6,.381,1.2,3.4,.361,1.3,3.2,.404,.475,1.7,1.8,.909,0.6,3.0,3.6,1.1,0.6,0.2,0.4,1.1,7.9
144,Darius Garland\garlada01,PG,22,CLE,18,18,34.6,7.1,15.6,.454,2.6,7.3,.351,4.5,8.3,.544,.536,2.0,2.4,.837,0.4,2.2,2.6,7.1,1.3,0.1,3.7,1.7,18.7
145,Marcus Garrett\garrema01,SG,23,MIA,4,0,2.5,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.3,0.0
146,Usman Garuba\garubus01,PF,19,HOU,7,0,6.4,0.7,2.0,.357,0.3,1.1,.250,0.4,0.9,.500,.429,0.0,0.0,,0.9,1.7,2.6,0.9,0.3,0.6,0.3,0.6,1.7
147,Luka Garza\garzalu01,C,23,DET,11,2,11.6,1.5,3.5,.447,0.5,1.3,.357,1.1,2.2,.500,.513,0.7,0.9,.800,1.0,1.4,2.4,0.6,0.5,0.1,0.3,1.7,4.3
148,Rudy Gay\gayru01,PF,35,UTA,6,0,18.3,3.7,6.3,.579,2.3,3.7,.636,1.3,2.7,.500,.763,0.7,1.0,.667,0.5,4.3,4.8,1.5,0.2,0.3,1.0,1.2,10.3
149,Paul George\georgpa01,SF,31,LAC,20,20,35.6,9.5,22.1,.428,2.9,8.7,.333,6.6,13.4,.489,.493,4.1,4.6,.890,0.5,7.1,7.5,5.2,1.8,0.5,4.2,2.6,25.9
150,Taj Gibson\gibsota01,C,36,NYK,10,0,20.2,1.4,2.9,.483,0.0,0.3,.000,1.4,2.6,.538,.483,0.7,0.8,.875,2.1,3.0,5.1,0.8,0.4,1.4,0.9,3.4,3.5
151,Josh Giddey\giddejo01,SG,19,OKC,19,19,29.6,4.5,11.1,.403,0.9,3.4,.277,3.5,7.7,.459,.445,0.9,1.4,.654,1.6,5.6,7.3,5.7,1.0,0.6,2.8,1.7,10.8
152,Shai Gilgeous-Alexander\gilgesh01,PG,23,OKC,17,17,34.9,7.0,17.4,.403,2.1,6.9,.308,4.9,10.5,.466,.464,4.0,5.0,.800,0.6,4.6,5.2,4.6,1.1,0.5,2.5,2.2,20.1
153,Anthony Gill\gillan01,PF,29,WAS,5,0,6.2,1.0,1.6,.625,0.4,0.4,1.000,0.6,1.2,.500,.750,0.0,0.0,,0.8,1.0,1.8,0.2,0.0,0.4,0.2,0.6,2.4
154,Rudy Gobert\goberru01,C,29,UTA,20,20,31.4,5.3,7.3,.724,0.0,0.1,.000,5.3,7.2,.729,.724,4.4,6.6,.664,2.9,11.6,14.5,0.9,1.0,2.2,2.0,2.6,14.9
155,Aaron Gordon\gordoaa01,PF,26,DEN,19,19,31.5,5.3,10.3,.515,0.9,2.7,.346,4.4,7.6,.576,.561,2.0,2.6,.760,2.1,4.1,6.2,2.2,0.6,0.8,1.5,2.1,13.6
156,Eric Gordon\gordoer01,SG,33,HOU,16,5,29.3,4.8,10.3,.463,2.2,5.1,.432,2.6,5.2,.494,.570,1.8,2.6,.683,0.2,1.9,2.1,2.4,0.7,0.6,2.1,1.0,13.4
157,Devonte' Graham\grahade01,PG,26,NOP,19,19,30.9,4.8,12.7,.378,2.7,7.8,.349,2.1,4.8,.424,.485,2.0,2.5,.792,0.7,1.8,2.5,4.7,1.2,0.2,1.9,1.5,14.3
158,Jerami Grant\grantje01,PF,27,DET,19,19,32.7,6.5,15.9,.409,1.9,5.7,.333,4.6,10.3,.451,.469,4.8,5.7,.835,1.0,3.8,4.8,2.4,1.2,0.9,1.9,2.2,19.7
159,Danny Green\greenda02,SF,34,PHI,13,10,23.2,2.8,5.8,.474,2.2,5.0,.431,0.6,0.8,.727,.658,0.3,0.3,1.000,0.7,1.8,2.5,1.2,1.8,0.8,1.0,1.8,8.0
160,Draymond Green\greendr01,PF,31,GSW,19,19,30.0,3.2,5.8,.555,0.3,1.0,.316,2.9,4.8,.604,.582,1.4,2.4,.600,1.2,6.6,7.8,7.8,1.2,0.9,3.1,2.7,8.2
161,Jalen Green\greenja05,SG,19,HOU,18,18,30.8,4.8,12.7,.382,1.8,6.4,.278,3.1,6.3,.487,.452,2.6,3.2,.807,0.4,2.7,3.1,2.3,0.6,0.2,2.7,1.6,14.0
162,JaMychal Green\greenja01,PF,31,DEN,19,4,14.9,2.2,5.0,.432,0.5,2.2,.214,1.7,2.8,.604,.479,0.7,0.9,.778,1.1,2.6,3.6,0.8,0.8,0.4,1.3,2.4,5.5
163,Javonte Green\greenja02,SG,28,CHI,21,10,19.5,2.1,4.2,.494,0.5,1.2,.400,1.6,3.0,.531,.551,0.9,1.1,.750,1.4,2.8,4.2,0.6,0.9,0.3,0.8,2.0,5.5
164,Jeff Green\greenje02,C,35,DEN,19,10,23.3,3.3,7.2,.456,0.7,2.6,.286,2.5,4.6,.552,.507,2.2,2.7,.808,0.4,2.2,2.6,1.1,0.3,0.4,0.8,1.8,9.5
165,Josh Green\greenjo02,SG,21,DAL,8,0,4.9,0.4,1.1,.333,0.0,0.3,.000,0.4,0.9,.429,.333,0.0,0.0,,0.5,0.8,1.3,0.4,0.1,0.1,0.3,0.5,0.8
166,Blake Griffin\griffbl01,PF,32,BRK,17,17,21.7,2.0,6.3,.318,0.5,3.3,.161,1.5,3.0,.490,.360,0.9,1.4,.696,1.2,3.7,4.9,2.0,0.5,0.6,0.5,2.3,5.5
167,Quentin Grimes\grimequ01,SG,21,NYK,8,0,6.9,0.6,1.9,.333,0.6,1.6,.385,0.0,0.3,.000,.500,0.0,0.0,,0.3,0.6,0.9,0.1,0.0,0.0,0.4,0.6,1.9
168,Tyrese Haliburton\halibty01,SG,21,SAC,19,19,32.9,4.6,10.4,.442,1.5,4.1,.377,3.1,6.3,.483,.515,1.1,1.4,.769,1.1,2.7,3.8,5.2,1.8,0.8,1.8,1.3,11.7
169,R.J. Hampton\hamptrj01,SG,20,ORL,21,0,19.1,2.7,6.7,.400,1.1,2.7,.404,1.6,4.0,.398,.482,1.1,2.0,.571,0.4,2.8,3.2,2.4,0.5,0.2,1.4,1.5,7.6
170,Tim Hardaway Jr.\hardati02,SG,29,DAL,18,18,33.3,5.1,13.3,.383,2.5,7.3,.341,2.6,6.0,.435,.477,1.7,2.3,.738,0.3,3.6,3.9,2.5,0.9,0.1,0.5,2.2,14.4
171,James Harden\hardeja01,PG,32,BRK,20,20,35.3,5.8,14.2,.406,2.7,7.5,.362,3.1,6.7,.455,.502,6.1,6.8,.897,1.0,6.9,7.9,9.4,1.4,0.8,5.0,2.5,20.3
172,Maurice Harkless\harklma01,SF,28,SAC,16,14,20.4,1.6,4.1,.385,0.6,2.5,.225,1.0,1.6,.640,.454,0.5,0.7,.727,0.2,2.6,2.8,0.6,0.5,0.5,0.4,1.6,4.2
173,Montrezl Harrell\harremo01,C,28,WAS,20,3,27.3,6.2,9.6,.649,0.1,0.4,.286,6.1,9.2,.663,.654,4.2,5.4,.776,2.8,5.7,8.5,2.1,0.6,0.7,1.2,2.0,16.7
174,Gary Harris\harriga01,SG,27,ORL,15,5,23.7,2.5,6.8,.373,0.6,2.8,.214,1.9,4.0,.483,.417,0.2,0.3,.750,0.9,0.9,1.8,1.7,0.6,0.1,1.0,1.6,5.9
175,Joe Harris\harrijo01,SF,30,BRK,14,14,30.2,4.0,8.9,.452,2.9,6.3,.466,1.1,2.6,.417,.617,0.4,0.4,.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3
176,Tobias Harris\harrito02,PF,29,PHI,12,12,34.2,8.1,16.5,.490,1.3,4.1,.327,6.8,12.4,.544,.530,2.8,3.4,.829,1.2,7.2,8.3,4.1,0.3,0.5,1.8,1.4,20.3
177,Josh Hart\hartjo01,PF,26,NOP,18,17,29.9,4.3,8.4,.510,0.8,2.3,.366,3.4,6.1,.564,.560,2.1,2.4,.841,1.0,4.9,5.9,3.6,0.9,0.4,1.3,2.8,11.4
178,Isaiah Hartenstein\harteis01,C,23,LAC,19,0,15.7,3.1,4.7,.656,0.1,0.1,.500,3.1,4.6,.659,.661,1.1,1.6,.645,1.9,3.2,5.1,1.5,0.9,1.1,1.0,2.5,7.3
179,Udonis Haslem\hasleud01,C,41,MIA,4,0,4.3,0.8,1.5,.500,0.0,0.3,.000,0.8,1.3,.600,.500,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.3,0.0,1.3,1.5
180,Sam Hauser\hausesa01,F,24,BOS,2,0,2.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0
181,Jaxson Hayes\hayesja02,C,21,NOP,18,0,12.5,2.2,4.2,.520,0.2,0.6,.400,1.9,3.6,.538,.547,1.6,2.1,.757,1.3,2.1,3.4,0.3,0.3,0.7,0.6,1.6,6.1
182,Killian Hayes\hayeski01,PG,20,DET,15,15,25.1,2.0,6.2,.323,0.9,2.5,.368,1.1,3.7,.291,.398,0.7,0.8,.917,0.7,2.7,3.5,3.8,1.5,0.3,1.7,2.7,5.7
183,Gordon Hayward\haywago01,SF,31,CHO,22,22,33.7,6.0,13.2,.459,1.8,4.5,.404,4.2,8.7,.487,.528,3.1,3.6,.850,0.9,4.0,4.9,3.5,0.9,0.5,2.0,1.8,17.0
184,Aaron Henry\henryaa01,SF,22,PHI,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Juan Hernangómez\hernaju01,PF,26,BOS,11,0,3.5,0.3,1.3,.214,0.1,0.7,.125,0.2,0.5,.333,.250,0.4,0.5,.800,0.3,0.6,0.9,0.0,0.4,0.0,0.3,0.3,1.0
186,Willy Hernangómez\hernawi01,C,27,NOP,8,0,12.6,3.5,5.0,.700,0.3,0.3,1.000,3.3,4.8,.684,.725,1.4,1.8,.786,1.3,4.1,5.4,1.9,0.5,0.3,1.3,1.8,8.6
187,Tyler Herro\herroty01,SG,22,MIA,18,4,33.6,8.3,18.2,.454,2.9,7.4,.398,5.3,10.8,.492,.535,2.3,2.6,.872,0.7,5.0,5.7,3.7,0.6,0.1,2.9,1.3,21.8
188,Buddy Hield\hieldbu01,SG,29,SAC,21,2,29.2,5.8,14.6,.397,4.0,10.7,.378,1.8,3.9,.451,.536,1.6,2.0,.829,0.8,3.7,4.4,2.1,0.7,0.2,1.6,2.1,17.3
189,George Hill\hillge01,SG,35,MIL,20,11,27.2,2.9,6.3,.452,1.0,2.9,.345,1.9,3.4,.544,.532,1.0,1.1,.952,1.0,2.7,3.7,2.6,0.9,0.2,1.1,2.0,7.7
190,Solomon Hill\hillso01,PF,30,ATL,10,1,10.9,0.2,1.6,.125,0.2,1.0,.200,0.0,0.6,.000,.188,0.0,0.0,,0.6,1.3,1.9,1.0,0.4,0.2,0.1,1.5,0.6
191,Aaron Holiday\holidaa01,PG,25,WAS,20,6,17.8,2.2,5.3,.415,0.6,1.8,.343,1.6,3.6,.451,.472,0.5,0.7,.769,0.2,1.5,1.7,1.9,0.5,0.4,1.3,1.7,5.5
192,Jrue Holiday\holidjr01,PG,31,MIL,15,14,30.5,6.0,13.9,.431,1.7,5.2,.321,4.3,8.7,.496,.490,1.1,1.7,.680,0.7,3.9,4.6,5.9,1.4,0.4,2.5,1.8,14.8
193,Justin Holiday\holidju01,SF,32,IND,22,14,27.7,3.5,8.7,.398,2.4,6.6,.356,1.1,2.0,.533,.534,0.4,0.5,.727,0.3,2.5,2.8,1.6,0.5,0.3,1.0,2.1,9.6
194,Richaun Holmes\holmeri01,C,28,SAC,18,18,27.4,6.1,8.7,.694,0.1,0.2,.500,5.9,8.5,.699,.701,2.2,2.6,.851,2.8,7.1,9.8,1.2,0.3,1.0,1.6,3.2,14.4
195,Rodney Hood\hoodro01,SF,29,MIL,14,0,15.2,1.1,3.3,.348,0.8,2.3,.344,0.4,1.0,.357,.467,0.5,0.5,1.000,0.3,1.8,2.1,0.7,0.3,0.0,0.1,0.9,3.6
196,Al Horford\horfoal01,C,35,BOS,18,18,28.7,4.6,10.1,.453,1.2,4.2,.289,3.3,5.8,.571,.514,2.2,2.6,.848,1.7,6.7,8.3,3.3,0.8,1.6,1.2,2.3,12.5
197,Talen Horton-Tucker\hortota01,SG,21,LAL,9,6,30.1,4.3,11.4,.379,1.1,3.8,.294,3.2,7.7,.420,.427,2.1,2.2,.950,0.8,4.7,5.4,2.7,0.9,0.6,1.3,3.2,11.9
198,Danuel House\houseda01,SF,28,HOU,12,1,12.8,1.3,4.3,.314,0.7,1.9,.348,0.7,2.3,.286,.392,0.9,1.0,.917,0.2,2.3,2.5,0.9,0.4,0.3,0.8,1.0,4.3
199,Dwight Howard\howardw01,C,36,LAL,19,0,13.6,1.6,2.5,.660,0.3,0.4,.714,1.4,2.1,.650,.713,1.3,2.1,.615,1.3,3.6,4.9,0.4,0.8,0.6,0.9,1.8,4.8
200,Markus Howard\howarma02,SG,22,DEN,9,0,5.3,0.7,2.4,.273,0.4,1.7,.267,0.2,0.8,.286,.364,0.4,0.4,1.000,0.0,0.1,0.1,0.4,0.3,0.0,0.2,0.1,2.2
201,Kevin Huerter\huertke01,SG,23,ATL,20,10,25.5,3.9,8.4,.461,1.4,4.0,.350,2.5,4.4,.563,.545,0.3,0.4,.750,0.4,3.1,3.4,2.4,0.4,0.2,1.1,1.8,9.4
202,Jay Huff\huffja01,C,23,LAL,1,0,8.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
203,Elijah Hughes\hugheel01,SF,23,UTA,5,0,2.8,0.0,0.4,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.4,0.4,1.000,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.4
204,De'Andre Hunter\huntede01,SF,24,ATL,11,11,27.8,4.5,10.1,.450,1.4,3.5,.395,3.2,6.6,.479,.518,0.4,0.9,.400,0.4,2.4,2.7,0.6,0.6,0.3,1.3,2.9,10.8
205,Chandler Hutchison\hutchch01,SF,25,PHO,3,0,3.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,1.3,1.3,0.3,0.0,0.0,1.0,0.3,0.7
206,Bones Hyland\hylanbo01,PG,21,DEN,14,0,15.4,2.4,6.8,.358,1.4,4.5,.317,1.0,2.3,.438,.463,0.9,1.0,.929,0.3,1.7,2.0,1.6,0.7,0.2,0.8,1.6,7.2
207,Serge Ibaka\ibakase01,C,32,LAC,6,0,10.2,1.0,3.8,.261,0.2,1.2,.143,0.8,2.7,.313,.283,0.8,1.3,.625,0.7,1.8,2.5,0.5,0.2,0.5,0.8,1.7,3.0
208,Andre Iguodala\iguodan01,SF,38,GSW,12,0,20.8,1.5,3.6,.419,0.4,1.9,.217,1.1,1.7,.650,.477,0.3,0.5,.667,0.7,2.8,3.5,3.8,0.8,0.8,0.8,1.0,3.8
209,Joe Ingles\inglejo01,SF,34,UTA,20,4,24.7,2.7,5.9,.449,1.9,4.8,.400,0.8,1.2,.652,.610,0.4,0.5,.889,0.5,2.6,3.1,3.1,0.6,0.2,1.0,1.7,7.6
210,Brandon Ingram\ingrabr01,SF,24,NOP,15,15,34.5,7.8,18.8,.415,1.7,4.8,.361,6.1,14.0,.433,.461,3.7,4.3,.859,0.9,5.5,6.4,4.4,0.3,0.4,3.5,2.1,21.0
211,Frank Jackson\jacksfr01,PG,23,DET,20,2,21.5,3.4,8.4,.401,1.7,5.4,.308,1.7,3.0,.567,.500,1.4,1.7,.824,0.3,1.1,1.4,0.8,0.6,0.3,0.9,1.4,9.8
212,Isaiah Jackson\jacksis01,PF,20,IND,4,0,6.3,0.8,2.3,.333,0.0,0.0,,0.8,2.3,.333,.333,0.3,0.5,.500,0.8,1.3,2.0,0.0,0.3,0.3,0.0,1.5,1.8
213,Jaren Jackson Jr.\jacksja02,PF,22,MEM,20,20,26.6,5.1,12.8,.400,2.0,6.0,.333,3.1,6.8,.459,.478,2.8,3.2,.873,1.3,4.5,5.7,1.0,0.9,2.0,1.5,3.4,15.0
214,Josh Jackson\jacksjo02,SF,24,DET,18,3,19.7,2.8,6.7,.413,0.9,3.1,.286,1.9,3.6,.523,.479,1.3,1.8,.697,0.6,2.9,3.6,1.8,0.4,0.4,1.3,1.8,7.7
215,Reggie Jackson\jacksre01,SG,31,LAC,20,20,33.6,6.6,16.6,.398,2.9,8.6,.337,3.7,8.0,.463,.485,1.4,1.7,.824,0.6,2.9,3.5,3.8,0.7,0.1,2.0,1.7,17.5
216,LeBron James\jamesle01,SF,37,LAL,11,11,36.9,9.6,19.9,.484,2.9,8.5,.344,6.7,11.5,.587,.557,3.6,4.8,.755,0.5,4.7,5.2,6.8,1.8,0.7,3.7,2.3,25.8
217,DeJon Jarreau\jarrede01,SG,24,IND,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Ty Jerome\jeromty01,SG,24,OKC,16,0,13.2,2.2,5.8,.380,1.1,3.6,.316,1.1,2.2,.486,.478,1.1,1.4,.818,0.4,0.9,1.3,1.2,0.8,0.1,0.3,1.3,6.6
219,Isaiah Joe\joeis01,SG,22,PHI,13,0,9.5,1.2,3.5,.333,0.8,2.6,.294,0.4,0.8,.455,.444,0.3,0.3,1.000,0.2,1.1,1.2,0.6,0.1,0.0,0.3,0.7,3.4
220,Alize Johnson\johnsal02,PF,25,CHI,13,0,7.5,0.9,1.6,.571,0.0,0.1,.000,0.9,1.5,.600,.571,0.2,0.4,.600,1.0,1.3,2.3,0.6,0.2,0.0,0.5,0.9,2.1
221,Cameron Johnson\johnsca02,PF,25,PHO,20,0,22.1,3.0,7.4,.405,1.8,4.7,.387,1.2,2.8,.436,.527,0.7,1.0,.737,0.3,2.9,3.2,1.2,0.7,0.2,0.6,1.4,8.5
222,David Johnson\johnsda08,SG,20,TOR,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Jalen Johnson\johnsja05,PF,20,ATL,7,0,2.7,0.7,1.4,.500,0.3,0.6,.500,0.4,0.9,.500,.600,0.3,0.3,1.000,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2.0
224,James Johnson\johnsja01,PF,34,BRK,12,0,16.3,1.7,4.0,.417,0.2,0.8,.200,1.5,3.2,.474,.438,0.3,0.8,.300,1.0,2.5,3.5,1.4,0.4,0.3,0.6,2.3,3.8
225,Keldon Johnson\johnske04,SF,22,SAS,18,18,31.2,5.9,12.8,.461,1.1,2.8,.392,4.8,9.9,.480,.504,2.2,3.3,.650,1.1,5.4,6.5,2.1,1.0,0.2,1.4,1.6,15.1
226,Keon Johnson\johnske07,SG,19,LAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Nikola Jokić\jokicni01,C,26,DEN,14,14,32.4,10.3,17.4,.593,1.8,4.4,.410,8.5,13.0,.654,.644,4.0,5.4,.747,2.7,10.9,13.6,6.4,1.2,0.9,3.2,2.9,26.4
228,Damian Jones\jonesda03,C,26,SAC,9,0,9.1,1.3,1.9,.706,0.1,0.2,.500,1.2,1.7,.733,.735,0.8,1.2,.636,1.2,1.6,2.8,0.6,0.0,0.3,0.2,1.3,3.6
229,Derrick Jones Jr.\jonesde02,SF,24,CHI,17,0,17.1,2.5,4.1,.609,0.2,0.8,.286,2.2,3.2,.691,.638,1.5,1.8,.833,1.3,2.2,3.5,0.5,0.5,0.8,0.4,2.3,6.6
230,Herb Jones\joneshe01,C,23,NOP,19,10,25.7,2.5,5.3,.465,0.3,0.8,.313,2.2,4.5,.494,.490,0.6,0.8,.750,1.2,2.1,3.3,1.7,1.5,0.6,1.2,2.9,5.8
231,Kai Jones\joneska01,C,21,CHO,6,0,1.3,0.2,0.2,1.000,0.0,0.0,,0.2,0.2,1.000,1.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.5,0.0,0.3
232,Tre Jones\jonestr01,PG,22,SAS,16,0,8.8,1.8,3.1,.571,0.0,0.2,.000,1.8,2.9,.609,.571,0.5,0.5,1.000,0.1,0.9,0.9,1.3,0.3,0.0,0.6,0.6,4.0
233,Tyus Jones\jonesty01,PG,25,MEM,20,1,16.1,2.4,4.9,.490,0.9,2.0,.462,1.5,3.0,.508,.582,0.5,0.6,.818,0.2,2.0,2.1,3.3,0.6,0.1,0.6,0.4,6.2
234,DeAndre Jordan\jordade01,C,33,LAL,19,15,14.3,2.4,3.3,.714,0.0,0.0,,2.4,3.3,.714,.714,0.3,0.5,.600,1.8,4.4,6.2,0.4,0.4,0.9,0.8,1.8,5.1
235,Cory Joseph\josepco01,PG,30,DET,20,4,21.8,2.4,5.4,.439,0.6,1.9,.297,1.8,3.5,.514,.491,1.5,1.8,.833,0.4,1.4,1.8,3.5,0.9,0.2,1.4,1.6,6.8
236,Georgios Kalaitzakis\kalaige01,SF,23,MIL,9,0,5.3,0.6,1.2,.455,0.2,0.4,.500,0.3,0.8,.429,.545,0.4,1.0,.444,0.4,0.4,0.9,0.0,0.1,0.1,0.4,0.9,1.8
237,Frank Kaminsky\kaminfr01,C,28,PHO,9,0,20.1,4.0,7.3,.545,0.6,1.7,.333,3.4,5.7,.608,.583,2.0,2.2,.900,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6
238,Enes Kanter\kanteen01,C,29,BOS,10,0,12.3,1.6,3.6,.444,0.1,0.2,.500,1.5,3.4,.441,.458,1.4,1.6,.875,2.4,3.3,5.7,0.2,0.2,0.5,0.7,1.3,4.7
