Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
226,Ersan İlyasova\ilyaser01,PF,32,MIL,43,5,16.7,2.8,5.7,.492,0.9,2.5,.368,1.9,3.2,.587,.572,1.3,1.6,.824,1.1,4.2,5.3,1.0,0.4,0.3,0.6,1.5,7.8
227,Joe Ingles\inglejo01,SF,32,UTA,47,27,29.9,3.7,8.4,.445,2.1,5.2,.408,1.6,3.1,.507,.573,1.1,1.4,.773,0.4,3.7,4.1,5.0,0.9,0.1,1.9,2.1,10.7
228,Brandon Ingram\ingrabr01,PF,22,NOP,43,43,34.5,8.6,18.2,.471,2.5,6.2,.404,6.1,12.0,.505,.539,5.4,6.3,.856,0.9,5.4,6.3,4.3,0.9,0.8,3.0,2.9,25.0
229,Kyrie Irving\irvinky01,PG,27,BRK,18,18,33.2,9.7,21.2,.459,2.7,7.1,.375,7.1,14.1,.502,.522,4.7,5.1,.924,1.1,4.1,5.2,6.6,1.4,0.5,2.3,2.6,26.8
230,Jonathan Isaac\isaacjo01,SF,22,ORL,32,32,29.7,4.7,10.1,.463,0.9,2.8,.330,3.7,7.2,.515,.509,1.8,2.3,.767,1.8,5.2,6.9,1.4,1.6,2.4,1.5,2.5,12.0
231,Wesley Iwundu\iwundwe01,SF,25,ORL,34,10,18.2,1.6,4.4,.376,0.5,1.5,.320,1.2,2.9,.404,.430,1.4,1.6,.821,0.6,2.1,2.6,1.0,0.6,0.3,0.5,1.5,5.1
232,Frank Jackson\jacksfr01,PG,21,NOP,39,1,13.3,2.1,5.3,.400,0.7,2.4,.301,1.4,2.9,.482,.468,1.0,1.3,.760,0.3,0.9,1.3,0.8,0.4,0.1,0.8,1.4,5.9
233,Jaren Jackson\jacksja02,C,20,MEM,47,47,28.0,6.4,13.4,.479,2.6,6.5,.405,3.8,6.9,.549,.578,2.2,2.9,.745,1.0,3.7,4.7,1.4,0.7,1.6,1.7,4.1,17.7
234,Josh Jackson\jacksjo02,SG,22,MEM,1,0,5.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,3.0,3.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
235,Justin Jackson\jacksju01,PF,24,DAL,42,2,16.6,2.3,5.7,.399,0.9,2.9,.303,1.4,2.8,.500,.477,0.6,0.7,.839,0.4,2.0,2.4,0.7,0.2,0.1,0.2,1.2,6.0
236,Reggie Jackson\jacksre01,PG,29,DET,6,4,21.7,5.0,11.0,.455,2.0,4.3,.462,3.0,6.7,.450,.545,2.2,3.0,.722,0.5,2.2,2.7,4.2,0.8,0.2,1.2,1.5,14.2
237,Justin James\jamesju01,SG,23,SAC,27,0,7.8,1.1,2.7,.403,0.3,0.9,.333,0.8,1.8,.438,.458,0.2,0.6,.400,0.2,0.9,1.1,0.6,0.2,0.3,0.3,0.6,2.7
238,LeBron James\jamesle01,PG,35,LAL,44,44,34.8,9.7,19.5,.494,2.1,6.0,.342,7.6,13.5,.562,.547,3.9,5.5,.701,1.0,6.6,7.7,10.7,1.3,0.5,3.9,1.7,25.3
239,Amile Jefferson\jeffeam01,PF,26,ORL,17,0,4.4,0.3,0.8,.385,0.0,0.0,,0.3,0.8,.385,.385,0.3,0.8,.357,0.5,0.8,1.3,0.2,0.1,0.2,0.2,0.4,0.9
240,DaQuan Jeffries\jeffrda01,SG,22,SAC,3,0,4.0,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.0,0.0,0.0,1.0,0.7
241,Ty Jerome\jeromty01,PG,22,PHO,17,0,11.4,1.5,3.9,.379,0.6,1.7,.345,0.9,2.2,.405,.455,0.2,0.3,.800,0.2,1.3,1.5,1.7,0.7,0.2,0.7,1.2,3.8
242,Alize Johnson\johnsal02,SF,23,IND,11,0,4.2,0.6,1.3,.500,0.0,0.0,,0.6,1.3,.500,.500,0.4,0.5,.667,0.5,0.8,1.4,0.2,0.0,0.0,0.1,0.5,1.6
243,B.J. Johnson\johnsbj01,SF,24,ORL,6,0,6.8,0.8,2.7,.313,0.2,1.0,.167,0.7,1.7,.400,.344,0.3,0.3,1.000,0.2,0.8,1.0,0.3,0.3,0.0,0.5,0.0,2.2
244,Cameron Johnson\johnsca02,PF,23,PHO,38,0,19.8,2.7,6.4,.420,1.7,4.4,.398,0.9,2.0,.468,.556,0.7,0.9,.750,0.9,2.1,3.1,0.9,0.4,0.3,0.6,1.5,7.8
245,James Johnson\johnsja01,PF,32,MIA,17,0,15.6,2.2,4.9,.446,0.9,2.6,.356,1.2,2.2,.553,.542,0.5,0.8,.571,0.4,2.4,2.8,1.1,0.2,0.8,0.7,1.9,5.8
246,Keldon Johnson\johnske04,SF,20,SAS,2,0,3.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
247,Stanley Johnson\johnsst04,PF,23,TOR,15,0,5.2,0.5,1.8,.296,0.1,0.8,.167,0.4,1.0,.400,.333,0.2,0.3,.750,0.2,0.9,1.1,0.3,0.2,0.1,0.5,0.5,1.4
248,Tyler Johnson\johnsty01,SG,27,PHO,29,3,16.9,2.1,5.6,.380,0.8,2.8,.288,1.3,2.9,.470,.451,0.8,1.0,.733,0.3,1.4,1.8,1.7,0.3,0.2,0.8,1.4,5.8
249,Nikola Jokić\jokicni01,C,24,DEN,47,47,32.0,7.6,15.0,.507,1.3,3.9,.324,6.3,11.0,.572,.550,3.3,4.1,.800,2.5,7.7,10.1,6.5,1.0,0.6,2.9,3.1,19.8
250,Damian Jones\jonesda03,C,24,ATL,43,20,16.0,2.3,3.3,.688,0.0,0.2,.286,2.2,3.1,.709,.695,1.3,1.7,.730,1.3,2.2,3.5,0.6,0.4,0.7,0.5,2.8,5.8
251,Derrick Jones\jonesde02,SF,22,MIA,33,2,24.0,3.0,6.4,.472,0.6,2.5,.235,2.5,4.0,.618,.517,1.8,2.2,.784,0.9,3.2,4.1,0.9,1.0,0.7,0.7,2.3,8.4
252,Tyus Jones\jonesty01,PG,23,MEM,48,6,18.8,2.6,5.8,.444,0.6,1.6,.368,2.0,4.2,.473,.495,0.5,0.7,.765,0.1,1.5,1.6,4.5,0.8,0.1,1.0,0.7,6.3
253,DeAndre Jordan\jordade01,C,31,BRK,38,4,21.0,3.2,4.9,.659,0.0,0.0,,3.2,4.9,.659,.659,1.4,2.1,.679,2.3,7.3,9.7,2.0,0.4,1.0,1.3,2.0,7.9
254,Cory Joseph\josepco01,PG,28,SAC,47,20,24.9,2.4,6.0,.401,0.7,2.0,.330,1.7,4.0,.436,.456,0.7,0.9,.833,0.6,2.1,2.6,3.5,0.7,0.3,1.2,2.0,6.2
255,Mfiondu Kabengele\kabenmf01,C,22,LAC,10,0,4.4,1.0,2.2,.455,0.6,1.2,.500,0.4,1.0,.400,.591,0.3,0.3,1.000,0.1,0.7,0.8,0.1,0.1,0.1,0.1,0.6,2.9
256,Frank Kaminsky\kaminfr01,C,26,PHO,32,13,22.4,4.0,8.7,.455,1.2,3.5,.348,2.8,5.2,.527,.525,1.8,2.8,.670,0.9,4.0,4.9,2.2,0.4,0.3,1.0,2.2,11.0
257,Enes Kanter\kanteen01,C,27,BOS,36,4,18.5,4.1,6.8,.602,0.0,0.1,.200,4.1,6.7,.610,.604,1.3,1.8,.682,3.0,5.2,8.2,1.1,0.4,0.9,1.1,1.9,9.5
258,Luke Kennard\kennalu01,SG,23,DET,28,25,32.9,5.4,12.2,.442,2.6,6.5,.399,2.8,5.7,.491,.548,2.4,2.7,.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8
259,Stanton Kidd\kiddst01,SF,27,UTA,4,0,3.8,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0
260,Michael Kidd-Gilchrist\kiddgmi01,PF,26,CHO,12,0,13.3,1.5,4.4,.340,0.4,1.4,.294,1.1,3.0,.361,.387,0.6,0.8,.778,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5,4.0
261,Louis King\kinglo02,SF,20,DET,8,0,6.3,0.9,2.1,.412,0.4,1.0,.375,0.5,1.1,.444,.500,0.0,0.4,.000,0.1,0.9,1.0,0.6,0.3,0.0,0.3,1.1,2.1
262,Maxi Kleber\klebima01,C,28,DAL,46,10,24.8,3.2,6.8,.466,1.7,4.3,.386,1.5,2.5,.603,.588,1.2,1.3,.883,1.5,3.8,5.3,1.0,0.3,1.0,0.8,2.3,9.2
263,Brandon Knight\knighbr03,PG,28,CLE,16,0,15.1,1.8,5.4,.326,1.2,4.0,.297,0.6,1.4,.409,.436,0.3,0.8,.308,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3,4.9
264,Kevin Knox\knoxke01,SF,20,NYK,48,4,18.8,2.4,6.5,.372,1.1,3.4,.329,1.3,3.1,.417,.457,1.2,1.8,.651,0.4,2.6,3.0,1.0,0.4,0.4,0.6,1.5,7.1
265,John Konchar\konchjo01,SG,23,MEM,4,0,5.3,0.3,0.5,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.5
266,Furkan Korkmaz\korkmfu01,SG,22,PHI,47,11,20.8,3.2,7.5,.431,1.8,4.7,.391,1.4,2.8,.496,.552,0.6,0.9,.690,0.2,1.9,2.1,0.9,0.5,0.3,0.7,1.4,8.9
267,Luke Kornet\kornelu01,C,24,CHI,30,8,14.1,1.8,4.6,.399,0.7,2.8,.265,1.1,1.8,.600,.478,0.5,0.7,.750,0.5,1.6,2.2,0.9,0.3,0.8,0.4,1.3,4.9
268,Kyle Korver\korveky01,SF,38,MIL,41,0,16.7,2.1,4.9,.428,1.7,3.9,.429,0.4,1.0,.425,.600,0.6,0.7,.833,0.2,1.8,2.0,1.2,0.4,0.2,0.8,1.2,6.5
269,Rodions Kurucs\kurucro01,PF,21,BRK,29,4,13.5,1.8,3.6,.490,0.8,1.6,.468,1.0,2.0,.509,.596,0.4,0.7,.600,0.5,2.0,2.5,0.9,0.4,0.1,1.1,1.9,4.7
270,Kyle Kuzma\kuzmaky01,PF,24,LAL,37,6,25.0,4.8,11.1,.430,1.6,4.7,.337,3.2,6.3,.500,.502,1.8,2.4,.744,0.8,3.2,4.0,1.1,0.3,0.4,1.5,1.8,12.9
271,Skal Labissière\labissk01,C,23,POR,33,1,17.2,2.5,4.5,.551,0.1,0.4,.231,2.4,4.1,.582,.561,0.8,1.0,.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8
272,Jeremy Lamb\lambje01,SG,27,IND,37,37,28.9,4.9,10.9,.453,1.1,3.6,.316,3.8,7.3,.520,.505,2.1,2.4,.874,0.5,4.0,4.6,2.2,1.3,0.5,1.2,2.2,13.0
273,Romeo Langford\langfro01,SG,20,BOS,12,0,9.2,0.8,1.8,.455,0.2,0.8,.222,0.7,1.1,.615,.500,0.6,0.7,.875,0.4,0.5,0.9,0.2,0.3,0.2,0.2,0.6,2.4
274,Zach LaVine\lavinza01,SG,24,CHI,50,50,34.4,8.7,19.8,.440,3.1,8.1,.380,5.6,11.7,.481,.517,4.7,5.6,.830,0.7,4.2,4.9,4.0,1.4,0.5,3.2,2.2,25.1
275,Vic Law\lawvi01,SF,24,ORL,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Jake Layman\laymaja01,PF,25,MIN,14,2,26.4,4.4,9.4,.462,1.4,3.9,.352,3.0,5.6,.538,.534,0.4,0.7,.600,0.9,2.1,2.9,0.8,0.9,0.7,1.3,2.2,10.5
277,T.J. Leaf\leaftj01,PF,22,IND,22,1,8.2,1.3,3.0,.424,0.2,0.6,.357,1.0,2.4,.442,.462,0.3,0.5,.600,0.9,1.8,2.7,0.3,0.3,0.1,0.3,0.8,3.0
278,Jalen Lecque\lecquja01,PG,19,PHO,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Courtney Lee\leeco01,SG,34,DAL,10,3,8.0,1.3,2.3,.565,0.7,1.2,.583,0.6,1.1,.545,.717,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.2,0.2,0.6,3.3
280,Damion Lee\leeda03,SG,27,GSW,32,19,27.6,3.9,9.8,.397,1.3,3.7,.336,2.7,6.1,.434,.460,2.5,2.8,.868,0.8,4.3,5.1,2.5,0.9,0.1,1.4,2.2,11.5
281,Alex Len\lenal01,C,26,ATL,40,9,18.6,3.6,6.5,.546,0.4,1.4,.250,3.2,5.1,.627,.573,1.3,2.0,.630,1.7,4.0,5.8,1.1,0.5,0.8,1.0,2.3,8.7
282,Kawhi Leonard\leonaka01,SF,28,LAC,36,36,32.4,9.6,20.6,.466,2.0,5.5,.364,7.6,15.1,.504,.515,6.2,7.0,.888,1.1,6.5,7.6,5.2,2.0,0.6,3.2,1.9,27.4
283,Meyers Leonard\leoname01,C,27,MIA,47,47,20.1,2.3,4.4,.524,1.0,2.3,.426,1.3,2.1,.633,.636,0.4,0.5,.708,0.6,4.3,4.9,1.1,0.3,0.3,0.7,2.0,5.9
284,Caris LeVert\leverca01,SG,25,BRK,21,9,26.7,5.3,13.6,.388,1.3,3.9,.341,4.0,9.7,.407,.437,2.3,3.4,.676,0.9,2.9,3.8,3.2,0.7,0.1,2.5,1.8,14.2
285,Damian Lillard\lillada01,PG,29,POR,46,46,37.1,9.0,19.8,.456,3.8,9.9,.385,5.2,9.9,.527,.553,7.1,8.0,.886,0.5,3.9,4.3,7.8,1.0,0.3,2.9,1.7,29.0
286,Nassir Little\littlna01,PF,19,POR,36,5,12.6,1.3,3.2,.417,0.3,1.2,.209,1.1,2.0,.542,.457,0.6,1.0,.657,0.8,1.8,2.6,0.5,0.3,0.4,0.4,1.6,3.6
287,Kevon Looney\looneke01,C,23,GSW,10,3,10.5,1.1,3.2,.344,0.1,0.2,.500,1.0,3.0,.333,.359,0.3,0.5,.600,1.5,1.4,2.9,0.4,0.3,0.2,0.6,1.7,2.6
288,Brook Lopez\lopezbr01,C,31,MIL,45,45,26.4,3.7,8.9,.416,1.4,4.7,.297,2.3,4.2,.551,.495,1.4,1.6,.859,0.6,4.0,4.6,1.6,0.7,2.5,0.9,2.2,10.1
289,Robin Lopez\lopezro01,C,31,MIL,43,2,14.3,2.4,4.6,.518,0.4,1.5,.266,2.0,3.1,.639,.561,0.5,1.0,.537,1.0,1.7,2.7,0.7,0.1,0.7,0.9,1.3,5.7
290,Kevin Love\loveke01,PF,31,CLE,41,41,31.1,5.8,12.9,.450,2.5,6.6,.375,3.3,6.3,.529,.546,3.3,3.9,.843,0.8,9.0,9.9,2.8,0.6,0.3,2.6,1.6,17.4
291,Kyle Lowry\lowryky01,PG,33,TOR,36,36,36.9,5.9,14.4,.410,2.9,8.4,.344,3.0,6.0,.502,.511,5.1,5.9,.859,0.5,4.1,4.6,7.4,1.2,0.4,2.8,3.2,19.8
292,Timothé Luwawu-Cabarrot\luwawti01,SG,24,BRK,23,0,15.4,1.7,3.8,.432,0.8,2.0,.404,0.8,1.8,.463,.540,0.8,1.1,.760,0.4,1.7,2.1,0.6,0.4,0.0,0.8,1.7,5.0
293,Trey Lyles\lylestr01,PF,24,SAS,47,37,17.3,1.8,4.5,.405,0.7,2.2,.327,1.1,2.3,.481,.486,0.4,0.6,.654,1.2,4.5,5.7,1.1,0.3,0.3,0.6,1.4,4.7
294,Daryl Macon\maconda01,SG,24,MIA,4,0,3.5,0.3,0.8,.333,0.3,0.5,.500,0.0,0.3,.000,.500,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8
295,Josh Magette\magetjo01,PG,30,ORL,8,0,4.8,0.6,1.9,.333,0.1,0.5,.250,0.5,1.4,.364,.367,0.1,0.3,.500,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5
296,Ian Mahinmi\mahinia01,C,33,WAS,26,23,22.5,2.9,5.8,.503,0.2,0.8,.250,2.7,5.0,.542,.520,2.2,3.4,.636,2.3,3.8,6.0,1.5,0.8,1.4,1.5,3.0,8.2
297,Thon Maker\makerth01,C,22,DET,44,6,11.5,1.3,2.5,.514,0.3,0.8,.333,1.0,1.7,.603,.569,1.3,2.0,.674,0.8,1.6,2.4,0.5,0.4,0.6,0.7,1.5,4.1
298,Terance Mann\mannte01,SG,23,LAC,29,6,8.3,0.7,1.7,.438,0.1,0.3,.200,0.7,1.3,.500,.458,0.3,0.4,.750,0.1,0.8,1.0,1.1,0.2,0.2,0.5,1.1,1.8
299,Boban Marjanović\marjabo01,C,31,DAL,24,1,9.8,2.5,4.5,.560,0.1,0.3,.250,2.5,4.2,.584,.569,1.0,1.4,.706,1.3,3.0,4.4,0.4,0.2,0.2,0.8,1.5,6.2
300,Lauri Markkanen\markkla01,PF,22,CHI,46,46,30.3,5.1,12.0,.424,2.2,6.4,.344,2.9,5.6,.516,.515,2.7,3.2,.826,1.2,5.2,6.5,1.5,0.8,0.5,1.7,2.0,15.0
301,Caleb Martin\martica02,SF,24,CHO,5,0,6.4,0.6,2.0,.300,0.0,0.6,.000,0.6,1.4,.429,.300,0.6,1.0,.600,0.2,0.8,1.0,0.6,0.2,0.4,0.6,0.6,1.8
302,Cody Martin\martico01,SF,24,CHO,33,0,14.4,1.3,3.4,.389,0.3,1.3,.209,1.1,2.1,.500,.429,0.9,1.3,.690,0.6,1.9,2.5,1.2,0.7,0.2,0.6,1.4,3.8
303,Kelan Martin\martike03,SF,24,MIN,18,3,17.3,2.2,6.2,.357,0.8,3.2,.259,1.4,3.0,.463,.424,0.3,0.3,1.000,0.3,3.0,3.3,0.5,0.2,0.3,0.4,1.8,5.6
304,Frank Mason\masonfr01,PG,25,MIL,4,0,4.5,0.3,1.8,.143,0.3,1.0,.250,0.0,0.8,.000,.214,0.5,1.0,.500,0.3,0.3,0.5,1.3,0.3,0.0,0.3,0.5,1.3
305,Garrison Mathews\mathega01,SG,23,WAS,15,0,13.1,1.5,3.3,.460,1.2,2.8,.429,0.3,0.5,.625,.640,1.9,2.1,.906,0.4,1.1,1.5,0.7,0.2,0.1,0.5,1.7,6.2
306,Wesley Matthews\matthwe02,SG,33,MIL,44,44,24.2,2.5,6.0,.406,1.5,4.1,.370,0.9,1.9,.482,.532,0.8,1.1,.755,0.2,2.2,2.4,1.5,0.7,0.1,0.7,1.5,7.3
307,Patrick McCaw\mccawpa01,SF,24,TOR,23,11,25.4,2.2,5.0,.440,0.7,2.1,.333,1.5,3.0,.515,.509,0.3,0.4,.778,0.5,1.7,2.1,2.5,1.2,0.2,1.0,1.7,5.4
308,CJ McCollum\mccolcj01,SG,28,POR,44,44,35.7,8.6,18.9,.455,2.6,6.9,.382,6.0,12.0,.497,.525,1.8,2.3,.765,0.7,3.3,4.0,3.8,0.8,0.7,1.8,2.5,21.6
309,T.J. McConnell\mccontj01,PG,27,IND,46,3,19.5,3.1,6.0,.516,0.1,0.2,.364,3.0,5.8,.523,.523,0.5,0.7,.800,0.5,2.1,2.6,5.5,0.7,0.2,1.4,1.1,6.8
310,Jalen McDaniels\mcdanja01,PF,22,CHO,2,0,3.5,1.0,2.5,.400,0.0,0.5,.000,1.0,2.0,.500,.400,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0
311,Doug McDermott\mcderdo01,PF,28,IND,48,0,21.0,3.9,8.1,.486,2.0,4.3,.461,1.9,3.8,.514,.609,0.6,0.8,.811,0.5,2.2,2.7,1.1,0.1,0.1,0.7,1.8,10.4
312,JaVale McGee\mcgeeja01,C,32,LAL,44,44,17.0,3.2,5.0,.647,0.1,0.1,.600,3.1,4.8,.648,.654,0.8,1.3,.621,2.0,3.9,5.9,0.7,0.5,1.7,0.8,2.4,7.3
313,Rodney McGruder\mcgruro01,SG,28,LAC,35,3,17.1,1.3,3.6,.376,0.5,1.9,.265,0.8,1.6,.509,.448,0.3,0.6,.500,0.6,2.3,2.9,0.7,0.5,0.2,0.4,1.7,3.5
314,Alfonzo McKinnie\mckinal01,SF,27,CLE,33,1,14.1,1.7,3.9,.431,0.3,1.5,.224,1.4,2.5,.556,.473,0.5,0.8,.680,0.9,2.0,2.8,0.4,0.5,0.2,0.6,1.7,4.2
315,Jordan McLaughlin\mclaujo01,PG,23,MIN,13,0,17.5,1.8,4.8,.381,0.8,2.3,.367,1.0,2.5,.394,.468,0.5,0.8,.700,0.2,1.5,1.7,3.2,0.8,0.0,0.8,0.9,5.1
316,Ben McLemore\mclembe01,SG,26,HOU,47,17,23.7,3.4,7.9,.429,2.5,6.6,.378,0.9,1.3,.695,.588,0.8,1.0,.766,0.3,1.9,2.3,0.9,0.6,0.2,0.9,2.2,10.0
317,Jordan McRae\mcraejo01,SG,28,WAS,29,4,22.6,4.6,10.9,.420,1.4,3.7,.377,3.2,7.3,.441,.483,2.2,2.9,.771,0.6,3.0,3.6,2.8,0.7,0.5,1.3,2.1,12.8
318,Nicolò Melli\mellini01,C,29,NOP,36,5,14.9,1.9,4.4,.446,1.0,2.8,.354,1.0,1.6,.603,.557,0.8,1.0,.811,0.5,1.9,2.4,1.0,0.6,0.2,0.8,1.8,5.7
319,De'Anthony Melton\meltode01,PG,21,MEM,35,0,17.9,2.9,6.2,.475,0.6,1.8,.323,2.4,4.4,.535,.521,1.7,1.9,.866,0.7,3.1,3.8,3.1,1.3,0.3,1.5,1.8,8.1
320,Chimezie Metu\metuch01,PF,22,SAS,13,0,4.5,1.2,2.2,.571,0.0,0.0,,1.2,2.2,.571,.571,0.3,0.5,.667,0.7,1.0,1.7,0.2,0.1,0.3,0.2,0.2,2.8
321,Khris Middleton\middlkh01,SF,28,MIL,40,37,28.8,7.4,14.6,.503,2.3,5.3,.432,5.1,9.3,.544,.582,3.2,3.5,.900,0.8,5.1,5.9,3.9,1.0,0.2,2.0,2.2,20.2
322,C.J. Miles\milescj01,SG,32,WAS,10,0,16.1,1.9,5.9,.322,1.1,3.5,.314,0.8,2.4,.333,.415,1.5,2.0,.750,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4
323,Malcolm Miller\millema01,SF,26,TOR,22,1,5.3,0.3,1.0,.333,0.2,0.7,.313,0.1,0.2,.400,.452,0.0,0.3,.167,0.0,0.6,0.6,0.4,0.2,0.1,0.1,0.5,0.9
324,Patty Mills\millspa02,PG,31,SAS,47,1,23.4,4.0,9.2,.434,2.4,6.0,.396,1.6,3.2,.507,.564,1.4,1.7,.825,0.3,1.3,1.7,2.0,0.8,0.1,0.9,1.5,11.8
325,Paul Millsap\millspa01,PF,34,DEN,32,32,24.9,4.1,8.8,.468,1.0,2.3,.413,3.2,6.5,.488,.523,2.7,3.0,.885,2.0,3.8,5.8,1.4,0.9,0.7,1.3,2.8,11.9
326,Shake Milton\miltosh01,SG,23,PHI,15,2,11.7,1.8,4.2,.429,0.7,2.2,.303,1.1,2.0,.567,.508,0.7,1.0,.667,0.3,1.7,1.9,1.1,0.2,0.1,1.1,1.6,4.9
327,Donovan Mitchell\mitchdo01,SG,23,UTA,46,46,34.3,9.2,20.0,.462,2.4,6.6,.368,6.8,13.4,.508,.523,4.1,4.8,.864,0.7,3.5,4.2,4.2,1.2,0.2,2.5,2.4,25.0
328,Naz Mitrou-Long\mitrona01,SG,26,IND,3,0,14.3,2.0,5.3,.375,0.7,3.7,.182,1.3,1.7,.800,.438,0.0,0.0,,0.0,2.0,2.0,2.3,0.3,0.3,0.7,0.3,4.7
329,Adam Mokoka\mokokad01,SG,21,CHI,3,0,3.0,0.0,2.3,.000,0.0,1.3,.000,0.0,1.0,.000,.000,0.0,0.0,,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
330,Malik Monk\monkma01,SG,21,CHO,45,0,19.6,3.4,7.9,.434,0.9,3.5,.256,2.5,4.4,.573,.490,1.3,1.6,.808,0.4,2.2,2.6,2.0,0.4,0.2,1.3,1.4,9.0
331,Matt Mooney\moonema01,SG,22,CLE,2,0,2.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.0
332,E'Twaun Moore\mooreet01,SG,30,NOP,35,5,20.6,3.9,9.2,.427,1.5,3.7,.395,2.5,5.5,.448,.506,0.7,1.0,.639,0.7,2.1,2.8,1.7,0.6,0.1,0.8,1.6,9.9
333,Ja Morant\moranja01,PG,20,MEM,42,42,29.9,6.6,13.5,.489,0.8,2.1,.391,5.8,11.4,.507,.519,3.5,4.5,.782,0.6,2.9,3.5,7.2,1.1,0.3,3.2,1.6,17.5
334,Juwan Morgan\morgaju01,PF,22,UTA,10,0,4.2,0.3,0.6,.500,0.1,0.4,.250,0.2,0.2,1.000,.583,0.0,0.0,,0.1,0.6,0.7,0.1,0.0,0.1,0.2,0.3,0.7
335,Marcus Morris\morrima03,SF,30,NYK,41,41,32.1,6.4,14.6,.438,2.7,6.2,.439,3.7,8.5,.438,.531,3.7,4.5,.815,1.1,4.4,5.5,1.4,0.8,0.4,1.7,3.0,19.2
336,Markieff Morris\morrima02,PF,30,DET,41,16,22.6,4.0,8.9,.453,1.7,4.2,.397,2.3,4.6,.505,.548,1.3,1.7,.783,0.5,3.3,3.9,1.6,0.6,0.2,1.6,2.4,11.0
337,Monte Morris\morrimo01,PG,24,DEN,47,4,19.7,3.1,7.1,.439,0.8,2.0,.398,2.3,5.1,.455,.494,0.7,0.9,.795,0.3,1.4,1.8,3.6,0.7,0.2,0.7,0.9,7.8
338,Johnathan Motley\motlejo01,PF,24,LAC,8,0,2.3,0.5,0.8,.667,0.1,0.1,1.000,0.4,0.6,.600,.750,0.3,0.3,1.000,0.1,0.3,0.4,0.6,0.4,0.0,0.5,0.6,1.4
339,Emmanuel Mudiay\mudiaem01,PG,23,UTA,41,1,16.5,3.0,6.2,.480,0.6,1.7,.353,2.4,4.6,.527,.527,1.0,1.3,.727,0.3,2.1,2.5,2.4,0.4,0.2,1.4,1.4,7.6
340,Dejounte Murray\murrade01,PG,23,SAS,43,35,24.2,4.2,8.6,.486,0.5,1.4,.355,3.7,7.2,.513,.516,1.2,1.6,.779,1.2,4.5,5.7,3.9,1.6,0.3,2.1,2.2,10.1
341,Jamal Murray\murraja01,PG,22,DEN,40,40,32.0,6.5,15.0,.435,1.6,5.0,.322,4.9,10.0,.491,.488,3.0,3.3,.916,0.8,3.3,4.1,4.6,1.4,0.3,2.1,1.7,17.6
342,Džanan Musa\musadz01,SF,20,BRK,33,0,11.9,1.4,4.1,.336,0.4,1.9,.219,0.9,2.1,.443,.388,1.0,1.3,.750,0.5,1.5,2.0,0.9,0.4,0.0,0.8,0.7,4.2
343,Mike Muscala\muscami01,C,28,OKC,35,0,12.8,1.5,4.0,.386,1.1,3.1,.346,0.5,0.9,.515,.518,0.5,0.6,.818,0.3,2.1,2.4,0.9,0.2,0.2,0.4,1.3,4.7
344,Sviatoslav Mykhailiuk\mykhasv01,SF,22,DET,44,16,21.8,2.9,6.8,.431,2.0,4.8,.426,0.9,2.0,.443,.581,0.9,1.0,.867,0.3,1.3,1.6,1.6,0.6,0.1,1.0,1.5,8.7
