Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
110,Torrey Craig\craigto01,SF,29,DEN,34,12,15.7,1.6,3.8,.422,0.5,1.9,.254,1.1,1.9,.585,.484,0.4,0.6,.667,0.8,1.8,2.6,0.6,0.4,0.6,0.5,2.2,4.1
111,Jae Crowder\crowdja01,SF,29,MEM,43,43,29.5,3.3,8.9,.368,1.8,6.0,.301,1.5,2.9,.508,.470,1.6,2.0,.782,0.9,5.3,6.2,2.8,1.0,0.3,1.2,1.9,10.0
112,Jarrett Culver\culveja01,SG,20,MIN,46,32,24.7,3.7,9.6,.389,1.0,3.8,.277,2.7,5.8,.461,.443,0.9,2.0,.456,1.2,2.4,3.6,1.9,1.0,0.7,1.3,2.0,9.4
113,Seth Curry\curryse01,SG,29,DAL,45,13,22.9,3.8,8.1,.464,1.9,4.6,.407,1.9,3.4,.542,.581,1.2,1.4,.887,0.5,1.6,2.0,1.8,0.6,0.2,0.9,1.6,10.6
114,Stephen Curry\curryst01,PG,31,GSW,4,4,28.0,6.8,16.5,.409,2.3,9.3,.243,4.5,7.3,.621,.477,4.5,4.5,1.000,1.0,4.0,5.0,6.5,1.3,0.5,3.8,2.5,20.3
115,Troy Daniels\danietr01,SG,28,LAL,34,0,11.9,1.6,4.1,.406,1.1,2.8,.375,0.6,1.2,.476,.536,0.2,0.3,.727,0.2,0.9,1.1,0.4,0.2,0.1,0.2,0.7,4.6
116,Anthony Davis\davisan02,PF,26,LAL,39,39,34.6,9.2,18.1,.505,1.1,3.5,.304,8.1,14.6,.554,.535,7.1,8.2,.865,2.1,7.1,9.1,3.2,1.5,2.5,2.4,2.6,26.5
117,Ed Davis\davised01,C,30,UTA,23,0,10.6,0.5,1.4,.375,0.0,0.0,,0.5,1.4,.375,.375,0.2,0.5,.455,1.1,2.8,3.9,0.3,0.4,0.4,0.6,2.3,1.3
118,Terence Davis\daviste02,SG,22,TOR,47,1,16.9,2.7,5.8,.469,1.3,3.3,.399,1.4,2.5,.559,.581,0.7,0.8,.944,0.7,2.8,3.5,1.9,0.5,0.2,1.0,1.5,7.4
119,Dewayne Dedmon\dedmode01,C,30,SAC,32,8,14.8,2.0,4.8,.406,0.4,2.0,.200,1.6,2.8,.556,.448,0.7,0.8,.808,1.3,3.2,4.5,0.3,0.3,0.6,1.3,2.7,5.0
120,Matthew Dellavedova\dellama01,PG,29,CLE,44,0,12.6,1.0,2.9,.333,0.3,1.5,.167,0.7,1.4,.517,.377,0.6,0.6,.893,0.3,0.9,1.2,2.7,0.3,0.0,0.9,1.4,2.7
121,DeMar DeRozan\derozde01,SF,30,SAS,47,47,34.4,8.5,15.9,.535,0.2,0.6,.276,8.4,15.3,.546,.541,5.8,6.9,.845,0.7,5.1,5.7,5.2,1.0,0.3,2.5,2.8,23.0
122,Cheick Diallo\diallch01,C,23,PHO,30,0,9.0,1.7,2.7,.650,0.0,0.1,.500,1.7,2.6,.654,.656,0.7,0.8,.840,0.6,1.9,2.4,0.5,0.2,0.2,0.5,1.0,4.2
123,Hamidou Diallo\diallha01,SF,21,OKC,29,2,19.8,2.9,6.4,.452,0.2,0.9,.185,2.7,5.5,.497,.465,0.9,1.3,.667,0.8,2.8,3.6,0.6,0.9,0.2,1.0,2.2,6.9
124,Gorgui Dieng\dienggo01,C,30,MIN,43,17,17.4,2.7,6.2,.444,1.0,2.7,.383,1.7,3.5,.490,.526,1.0,1.3,.804,1.6,4.1,5.7,1.3,0.8,0.9,0.9,2.0,7.6
125,Spencer Dinwiddie\dinwisp01,SG,26,BRK,46,33,31.2,7.0,16.7,.421,1.9,6.3,.304,5.1,10.5,.491,.478,5.4,7.0,.775,0.4,2.9,3.3,6.5,0.7,0.3,2.8,2.9,21.4
126,Donte DiVincenzo\divindo01,SG,23,MIL,43,20,22.7,3.4,7.5,.458,1.2,3.6,.344,2.2,3.9,.563,.540,0.9,1.2,.769,1.0,3.7,4.7,2.3,1.5,0.3,1.2,1.7,9.0
127,Luka Dončić\doncilu01,PG,20,DAL,43,43,32.8,9.5,20.5,.464,2.9,9.1,.321,6.6,11.3,.578,.535,6.9,9.0,.763,1.4,8.1,9.5,8.7,1.0,0.2,4.2,2.4,28.8
128,Luguentz Dort\dortlu01,SG,20,OKC,14,6,20.8,2.1,4.9,.435,0.9,2.5,.343,1.3,2.4,.529,.522,1.1,1.4,.750,0.3,0.9,1.2,0.9,0.7,0.1,0.7,2.9,6.2
129,Damyean Dotson\dotsoda01,SG,25,NYK,42,0,17.5,2.5,6.0,.425,1.2,3.4,.357,1.3,2.6,.514,.526,0.5,0.7,.667,0.2,1.7,1.9,1.1,0.5,0.1,0.5,0.9,6.8
130,Sekou Doumbouya\doumbse01,SF,19,DET,22,14,19.2,2.5,5.8,.441,0.6,2.3,.275,1.9,3.5,.553,.496,1.0,1.5,.688,0.5,2.6,3.1,0.4,0.5,0.3,0.9,2.2,6.7
131,PJ Dozier\doziepj01,PG,23,DEN,7,0,13.6,2.9,6.1,.465,0.6,1.9,.308,2.3,4.3,.533,.512,0.0,0.0,,0.1,1.6,1.7,1.7,0.1,0.0,0.7,1.9,6.3
132,Goran Dragić\dragigo01,PG,33,MIA,36,1,28.0,5.5,12.1,.453,2.3,5.7,.395,3.2,6.4,.504,.546,2.8,3.7,.744,0.5,2.5,2.9,5.0,0.6,0.2,2.6,1.8,15.9
133,Andre Drummond\drumman01,C,26,DET,45,44,33.6,7.1,13.5,.522,0.0,0.5,.048,7.0,13.1,.539,.523,3.0,5.1,.589,4.5,11.1,15.6,2.8,2.1,1.8,3.6,3.7,17.2
134,Jared Dudley\dudleja01,SF,34,LAL,32,1,8.8,0.6,1.4,.435,0.5,1.0,.500,0.1,0.4,.286,.609,0.1,0.1,1.000,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1,1.8
135,Kris Dunn\dunnkr01,PG,25,CHI,50,31,25.4,3.0,6.8,.444,0.6,2.2,.259,2.5,4.6,.535,.487,0.8,1.1,.741,0.5,3.3,3.7,3.5,2.0,0.3,1.4,3.2,7.5
136,Carsen Edwards\edwarca01,SG,21,BOS,29,0,9.8,1.1,3.5,.314,0.7,2.1,.306,0.4,1.4,.325,.407,0.4,0.4,.846,0.2,1.2,1.4,0.8,0.3,0.1,0.5,0.9,3.2
137,Henry Ellenson\ellenhe01,PF,23,BRK,5,0,3.0,0.2,1.4,.143,0.0,0.8,.000,0.2,0.6,.333,.143,0.0,0.0,,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.2,0.4
138,Wayne Ellington\ellinwa01,SG,32,NYK,24,1,14.1,1.3,4.2,.317,1.0,3.5,.301,0.3,0.8,.389,.441,0.3,0.3,.750,0.1,1.5,1.6,1.0,0.4,0.1,0.6,0.9,4.0
139,Joel Embiid\embiijo01,C,25,PHI,32,32,30.9,7.7,16.2,.478,1.2,3.8,.322,6.5,12.4,.525,.515,6.8,8.1,.831,2.5,9.7,12.3,3.2,0.8,1.3,3.1,3.5,23.4
140,James Ennis\ennisja01,SF,29,PHI,46,0,16.3,2.1,4.8,.441,0.8,2.2,.359,1.3,2.5,.513,.525,1.0,1.3,.787,1.0,2.2,3.2,0.8,0.5,0.3,0.7,1.8,6.1
141,Drew Eubanks\eubandr01,PF,22,SAS,7,0,5.4,1.3,2.0,.643,0.0,0.0,,1.3,2.0,.643,.643,0.4,0.4,1.000,0.9,1.4,2.3,0.3,0.0,0.1,0.6,0.7,3.0
142,Jacob Evans\evansja02,SG,22,GSW,23,0,14.7,1.5,4.8,.315,0.4,1.3,.345,1.1,3.6,.305,.360,0.8,1.0,.826,0.3,1.1,1.4,1.0,0.3,0.3,1.1,1.5,4.3
143,Dante Exum\exumda01,SG,24,TOT,26,1,13.5,1.5,3.3,.465,0.4,1.1,.357,1.2,2.2,.517,.523,0.9,1.2,.742,0.3,1.5,1.7,1.1,0.3,0.2,0.9,1.0,4.3
143,Dante Exum\exumda01,SG,24,UTA,11,0,7.5,0.9,2.1,.435,0.2,0.5,.333,0.7,1.5,.471,.478,0.2,0.2,1.000,0.3,0.8,1.1,0.6,0.1,0.2,0.9,0.7,2.2
143,Dante Exum\exumda01,SG,24,CLE,15,1,17.8,2.0,4.2,.476,0.5,1.5,.364,1.5,2.7,.537,.540,1.4,1.9,.724,0.3,1.9,2.2,1.5,0.5,0.2,0.9,1.2,5.9
144,Tacko Fall\fallta01,C,24,BOS,4,0,5.3,2.0,2.8,.727,0.0,0.0,,2.0,2.8,.727,.727,0.3,0.8,.333,0.0,2.5,2.5,0.0,0.0,0.5,0.8,1.0,4.3
145,Derrick Favors\favorde01,C,28,NOP,29,27,24.3,4.5,7.2,.622,0.0,0.1,.250,4.4,7.1,.629,.624,0.9,1.6,.587,3.2,6.7,10.0,1.9,0.6,1.1,1.2,2.3,9.9
146,Cristiano Felício\feliccr01,PF,27,CHI,10,0,16.1,1.6,2.1,.762,0.0,0.0,,1.6,2.1,.762,.762,0.6,0.8,.750,1.9,2.2,4.1,0.6,0.3,0.1,0.6,1.3,3.8
147,Terrance Ferguson\fergute01,SF,21,OKC,36,36,26.0,1.8,4.6,.398,1.1,3.6,.320,0.7,1.1,.658,.521,0.3,0.3,.818,0.6,1.1,1.7,0.9,0.6,0.3,0.7,3.2,5.1
148,Bruno Fernando\fernabr01,C,21,ATL,42,11,12.5,1.7,3.5,.503,0.1,0.7,.133,1.6,2.7,.600,.517,0.6,0.9,.615,1.2,2.2,3.4,0.9,0.3,0.4,0.9,2.0,4.1
149,Yogi Ferrell\ferreyo01,PG,26,SAC,36,0,11.8,1.7,4.0,.431,0.5,1.6,.321,1.2,2.4,.500,.493,0.8,0.9,.875,0.1,1.0,1.2,1.4,0.3,0.1,0.6,0.7,4.7
150,Dorian Finney-Smith\finnedo01,PF,26,DAL,47,44,29.4,3.2,7.0,.459,1.5,4.1,.377,1.7,2.9,.572,.568,1.1,1.6,.685,2.1,3.4,5.5,1.3,0.7,0.5,0.9,2.3,9.0
151,Bryn Forbes\forbebr01,SG,26,SAS,47,46,25.6,3.9,9.6,.404,2.2,6.1,.363,1.7,3.5,.476,.520,1.1,1.3,.820,0.2,1.9,2.2,1.8,0.5,0.0,0.9,1.9,11.1
152,Evan Fournier\fournev01,SG,27,ORL,47,47,31.4,6.7,14.4,.464,2.6,6.4,.396,4.1,7.9,.520,.553,2.9,3.5,.817,0.2,2.4,2.7,3.4,1.0,0.2,2.0,2.5,18.8
153,De'Aaron Fox\foxde01,PG,22,SAC,29,27,31.2,7.0,14.9,.473,0.9,3.2,.283,6.1,11.7,.525,.503,4.3,6.2,.685,0.8,3.5,4.3,7.1,1.6,0.5,3.3,3.0,19.2
154,Melvin Frazier\frazime01,SG,23,ORL,13,0,3.6,0.5,1.3,.353,0.3,0.5,.571,0.2,0.8,.200,.471,0.2,0.3,.500,0.1,0.2,0.3,0.1,0.3,0.2,0.2,0.6,1.4
155,Michael Frazier\frazimi01,SG,25,HOU,5,0,8.0,0.6,1.8,.333,0.4,1.4,.286,0.2,0.4,.500,.444,0.6,0.8,.750,0.2,0.4,0.6,0.2,0.2,0.0,0.0,1.6,2.2
156,Tim Frazier\fraziti01,PG,29,DET,27,11,13.1,1.3,3.5,.362,0.4,1.1,.333,0.9,2.4,.375,.415,0.7,0.9,.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6
157,Markelle Fultz\fultzma01,PG,21,ORL,47,42,27.6,4.9,10.6,.459,0.4,1.7,.256,4.4,8.8,.499,.480,1.6,2.1,.723,0.5,3.0,3.6,4.6,1.3,0.2,2.0,1.9,11.7
158,Wenyen Gabriel\gabriwe01,PF,22,SAC,11,0,5.5,0.5,1.5,.353,0.1,0.7,.125,0.5,0.8,.556,.382,0.5,0.9,.600,0.4,0.5,0.9,0.3,0.3,0.2,0.5,0.6,1.7
159,Daniel Gafford\gaffoda01,C,21,CHI,32,4,12.8,2.1,3.1,.677,0.0,0.0,,2.1,3.1,.677,.677,0.6,1.1,.528,1.2,1.2,2.4,0.4,0.3,1.3,0.5,1.9,4.8
160,Danilo Gallinari\gallida01,PF,31,OKC,41,41,30.6,5.8,13.3,.439,3.1,7.4,.414,2.8,5.9,.469,.554,4.3,4.7,.907,0.7,5.0,5.7,2.4,0.7,0.1,1.4,1.2,19.0
161,Langston Galloway\gallola01,SG,28,DET,49,6,25.6,3.5,8.1,.430,2.0,5.0,.397,1.5,3.1,.483,.553,1.3,1.5,.849,0.5,1.8,2.2,1.4,0.8,0.2,0.6,1.4,10.2
162,Darius Garland\garlada01,PG,20,CLE,47,47,30.1,4.6,11.7,.393,1.8,5.2,.352,2.8,6.5,.425,.471,1.2,1.3,.873,0.4,1.5,1.9,3.6,0.7,0.0,2.7,1.5,12.2
163,Marc Gasol\gasolma01,C,35,TOR,35,35,27.8,2.8,6.6,.424,1.4,3.5,.403,1.4,3.1,.449,.532,0.7,1.0,.722,0.8,5.6,6.5,3.5,0.8,0.9,1.2,2.9,7.8
164,Rudy Gay\gayru01,PF,33,SAS,44,5,21.9,3.7,8.3,.441,1.0,3.2,.312,2.7,5.1,.522,.501,1.8,2.1,.860,1.0,4.7,5.7,1.8,0.5,0.5,1.5,1.5,10.2
165,Paul George\georgpa01,SF,29,LAC,26,26,30.7,7.6,17.8,.429,3.6,9.2,.395,4.0,8.6,.464,.530,4.6,5.1,.909,0.5,5.5,6.0,3.7,1.5,0.5,3.3,2.5,23.5
166,Taj Gibson\gibsota01,C,34,NYK,46,40,16.5,2.4,4.3,.545,0.1,0.2,.273,2.3,4.1,.561,.553,0.6,0.8,.722,1.8,2.5,4.3,1.0,0.5,0.4,0.8,2.1,5.4
167,Harry Giles\gilesha01,PF,21,SAC,21,3,11.4,2.0,4.3,.478,0.0,0.0,,2.0,4.3,.478,.478,0.6,0.7,.857,0.7,2.1,2.8,1.4,0.6,0.4,0.9,2.3,4.7
168,Shai Gilgeous-Alexander\gilgesh01,SG,21,OKC,49,49,35.6,7.1,15.3,.462,1.2,3.5,.345,5.9,11.8,.497,.501,4.2,5.1,.817,0.7,5.4,6.1,3.2,1.2,0.6,2.0,1.7,19.5
169,Rudy Gobert\goberru01,C,27,UTA,45,45,34.3,6.0,8.7,.686,0.0,0.0,,6.0,8.7,.686,.686,3.7,6.1,.611,3.7,10.9,14.6,1.6,0.7,2.0,2.0,3.1,15.7
170,Brandon Goodwin\goodwbr01,PG,24,ATL,19,1,12.7,2.3,5.9,.389,0.8,2.7,.314,1.5,3.3,.452,.460,0.8,0.8,1.000,0.4,1.6,1.9,1.5,0.5,0.2,0.9,1.5,6.3
171,Aaron Gordon\gordoaa01,PF,24,ORL,42,42,31.7,5.0,12.1,.418,1.1,3.8,.286,4.0,8.2,.480,.464,2.1,3.1,.664,1.7,5.5,7.2,2.9,0.7,0.5,1.6,2.0,13.3
172,Eric Gordon\gordoer01,SG,31,HOU,23,7,30.0,5.1,13.6,.378,3.2,9.1,.348,2.0,4.4,.441,.495,2.5,3.4,.722,0.3,1.9,2.1,1.4,0.5,0.3,1.2,2.0,15.9
173,Devonte' Graham\grahade01,PG,24,CHO,47,37,35.1,5.7,15.3,.375,3.6,9.4,.382,2.2,6.0,.364,.492,3.3,4.0,.818,0.8,2.9,3.6,7.6,0.9,0.3,3.0,1.9,18.3
174,Treveon Graham\grahatr01,SG,26,TOT,38,20,18.3,1.7,4.8,.352,0.6,2.3,.239,1.1,2.5,.457,.409,0.7,1.0,.718,0.8,1.9,2.7,0.8,0.4,0.1,0.5,1.8,4.7
174,Treveon Graham\grahatr01,SG,26,MIN,33,20,20.1,1.9,5.3,.354,0.6,2.5,.241,1.3,2.8,.457,.411,0.8,1.1,.730,0.9,2.2,3.0,0.9,0.5,0.1,0.6,2.0,5.2
174,Treveon Graham\grahatr01,SG,26,ATL,5,0,6.4,0.4,1.4,.286,0.2,1.0,.200,0.2,0.4,.500,.357,0.2,0.4,.500,0.4,0.2,0.6,0.0,0.0,0.0,0.2,0.6,1.2
175,Jerami Grant\grantje01,PF,25,DEN,47,14,25.2,3.9,8.4,.466,1.3,3.2,.404,2.6,5.2,.504,.543,2.0,2.8,.708,0.9,2.6,3.6,1.1,0.6,0.7,0.8,2.1,11.1
176,Josh Gray\grayjo01,PG,26,NOP,2,0,11.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,2.5,0.5,1.0
177,Danny Green\greenda02,SG,32,LAL,45,45,25.1,3.2,7.4,.425,1.9,5.1,.378,1.2,2.3,.529,.555,0.6,0.8,.703,0.7,2.8,3.5,1.3,1.3,0.5,0.9,2.2,8.8
178,Draymond Green\greendr01,PF,29,GSW,35,35,29.3,3.0,7.7,.384,0.8,3.1,.266,2.1,4.6,.463,.437,1.6,2.1,.770,0.5,5.8,6.3,5.9,1.5,0.8,2.2,2.6,8.4
179,JaMychal Green\greenja01,PF,29,LAC,38,0,21.0,2.3,5.6,.411,1.3,3.7,.348,1.0,1.9,.534,.526,0.7,0.9,.778,1.5,5.1,6.6,0.7,0.4,0.4,0.9,2.7,6.7
180,Javonte Green\greenja02,SF,26,BOS,37,0,9.1,1.3,2.5,.527,0.2,0.6,.286,1.1,1.9,.600,.560,0.6,0.9,.647,0.4,1.2,1.7,0.5,0.5,0.1,0.3,0.8,3.4
181,Jeff Green\greenje02,PF,33,UTA,30,2,18.4,2.5,6.5,.385,1.1,3.5,.327,1.4,3.0,.451,.472,1.6,2.1,.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8
182,Blake Griffin\griffbl01,PF,30,DET,18,18,28.4,4.9,13.9,.352,1.5,6.2,.243,3.4,7.7,.439,.406,4.2,5.4,.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5
183,Marko Guduric\gudurma01,SG,24,MEM,32,0,13.4,1.6,4.2,.370,0.6,2.2,.286,0.9,2.0,.462,.444,0.6,0.7,.905,0.4,1.6,1.9,1.3,0.3,0.2,1.1,1.0,4.3
184,Kyle Guy\guyky01,SG,22,SAC,2,0,2.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185,Rui Hachimura\hachiru01,PF,21,WAS,25,25,29.2,5.8,12.1,.482,0.4,1.9,.208,5.4,10.2,.533,.498,1.8,2.2,.852,1.6,4.2,5.8,1.6,0.7,0.1,0.8,2.3,13.9
186,Devon Hall\hallde01,SG,24,OKC,5,0,4.0,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.6,0.8,.750,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,1.0
187,Tim Hardaway\hardati02,SG,27,DAL,44,31,26.5,4.9,11.5,.429,2.7,6.7,.395,2.3,4.8,.476,.544,1.6,2.0,.787,0.4,2.6,2.9,1.6,0.6,0.1,0.8,1.8,14.1
188,James Harden\hardeja01,SG,30,HOU,44,44,37.1,10.3,23.6,.436,4.6,12.9,.355,5.7,10.6,.534,.533,10.5,12.2,.862,1.1,5.1,6.2,7.2,1.6,1.0,4.6,3.2,35.7
189,Maurice Harkless\harklma01,SF,26,LAC,46,34,23.0,2.2,4.3,.515,0.5,1.4,.359,1.7,2.9,.590,.573,0.5,0.9,.571,1.0,3.0,4.0,1.0,1.0,0.6,0.9,2.4,5.5
190,Jared Harper\harpeja01,PG,22,PHO,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Montrezl Harrell\harremo01,C,26,LAC,46,2,28.7,7.8,13.8,.568,0.0,0.3,.000,7.8,13.5,.582,.568,3.6,5.8,.630,2.8,4.4,7.2,1.8,0.7,1.1,1.9,2.3,19.3
192,Gary Harris\harriga01,SG,25,DEN,40,40,32.2,4.1,9.7,.416,1.3,4.2,.311,2.8,5.6,.495,.483,1.3,1.6,.828,0.5,2.3,2.8,2.2,1.4,0.3,1.0,2.3,10.7
193,Joe Harris\harrijo01,SF,28,BRK,45,45,31.6,5.1,11.2,.458,2.4,6.0,.399,2.7,5.1,.528,.566,1.0,1.4,.734,0.9,3.2,4.1,2.1,0.7,0.3,1.5,2.4,13.7
194,Tobias Harris\harrito02,PF,27,PHI,48,48,34.5,7.6,15.8,.480,1.8,5.0,.358,5.8,10.8,.536,.536,2.5,3.1,.797,0.7,6.0,6.7,2.9,0.8,0.6,1.6,2.3,19.4
195,Shaquille Harrison\harrish01,SF,26,CHI,28,4,7.2,1.0,2.5,.391,0.1,0.5,.267,0.8,1.9,.426,.420,0.6,0.9,.692,0.3,1.0,1.3,1.0,0.4,0.2,0.3,0.8,2.7
196,Josh Hart\hartjo01,SF,24,NOP,41,11,28.2,3.6,8.7,.415,2.0,5.9,.346,1.6,2.8,.561,.532,1.2,1.6,.758,1.0,5.1,6.1,1.4,1.1,0.4,1.2,2.8,10.5
197,Isaiah Hartenstein\harteis01,C,21,HOU,20,2,12.4,2.1,3.1,.689,0.0,0.2,.000,2.1,2.9,.724,.689,0.9,1.3,.692,1.4,3.0,4.3,0.8,0.4,0.6,0.8,1.9,5.1
198,Udonis Haslem\hasleud01,PF,39,MIA,2,0,5.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.5,2.0,.750,0.0,1.5,1.5,0.0,0.0,0.0,0.0,1.5,2.5
199,Jaxson Hayes\hayesja02,C,19,NOP,45,12,19.2,3.1,4.7,.662,0.0,0.1,.250,3.1,4.6,.670,.664,2.2,3.5,.627,1.7,2.9,4.5,1.0,0.5,1.1,0.8,2.8,8.5
200,Gordon Hayward\haywago01,SF,29,BOS,30,30,32.4,6.7,13.0,.517,1.5,4.0,.372,5.2,9.0,.581,.574,2.0,2.3,.870,0.9,5.3,6.2,4.0,0.7,0.4,1.8,1.9,17.0
201,John Henson\hensojo01,PF,29,CLE,25,1,13.5,2.0,4.1,.500,0.2,1.1,.185,1.8,3.0,.613,.525,0.6,1.2,.500,1.0,2.6,3.6,1.4,0.6,1.1,0.7,1.8,4.9
202,Dewan Hernandez\hernade01,C,23,TOR,4,0,2.8,0.3,1.3,.200,0.0,0.3,.000,0.3,1.0,.250,.200,0.5,0.5,1.000,0.5,1.3,1.8,0.0,0.3,0.0,0.3,1.5,1.0
203,Juan Hernangómez\hernaju01,PF,24,DEN,31,0,11.7,1.0,3.0,.337,0.4,1.7,.241,0.6,1.2,.474,.408,0.4,0.6,.550,0.6,1.8,2.4,0.6,0.1,0.1,0.5,0.7,2.8
204,Willy Hernangómez\hernawi01,C,25,CHO,18,0,8.1,1.8,3.3,.559,0.3,0.8,.357,1.6,2.5,.622,.602,1.0,1.9,.529,1.1,1.9,3.1,0.4,0.2,0.2,0.8,0.7,4.9
205,Tyler Herro\herroty01,SG,20,MIA,44,6,28.1,4.8,11.6,.413,2.1,5.5,.388,2.7,6.2,.435,.504,1.4,1.7,.829,0.3,3.8,4.2,2.0,0.7,0.2,1.6,1.3,13.1
206,Kevin Hervey\herveke01,PF,23,OKC,6,0,2.2,0.0,0.8,.000,0.0,0.7,.000,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.2,0.0,0.0,0.0,0.2,0.0
207,Mario Hezonja\hezonma01,PF,24,POR,34,4,16.6,1.5,4.0,.385,0.4,1.3,.289,1.1,2.6,.433,.433,1.0,1.2,.854,0.6,3.2,3.8,0.8,0.6,0.1,0.8,2.3,4.5
208,Buddy Hield\hieldbu01,SG,27,SAC,47,44,34.0,7.4,17.5,.423,3.7,9.9,.371,3.7,7.6,.492,.529,1.9,2.2,.829,0.9,4.1,5.0,3.2,0.8,0.3,2.6,2.6,20.3
209,George Hill\hillge01,PG,33,MIL,44,0,21.1,3.5,6.4,.541,1.5,3.0,.511,2.0,3.5,.566,.659,1.3,1.5,.821,0.9,2.1,3.0,3.0,0.7,0.1,1.0,1.4,9.7
210,Solomon Hill\hillso01,SF,28,MEM,46,2,18.7,2.0,4.9,.414,1.2,3.1,.385,0.8,1.8,.464,.535,0.5,0.8,.694,0.5,2.5,3.0,2.0,0.7,0.2,0.8,1.4,5.8
211,Jaylen Hoard\hoardja01,SF,20,POR,12,0,7.8,1.1,2.4,.448,0.0,0.3,.000,1.1,2.2,.500,.448,0.5,0.9,.545,1.1,1.4,2.5,0.3,0.4,0.0,0.3,0.8,2.7
212,Aaron Holiday\holidaa01,PG,23,IND,45,18,23.4,3.9,9.1,.424,1.6,3.7,.425,2.3,5.4,.424,.511,1.0,1.2,.870,0.4,1.9,2.3,3.5,0.8,0.2,1.3,1.8,10.4
213,Jrue Holiday\holidjr01,SG,29,NOP,39,39,35.5,7.9,17.7,.445,2.1,5.9,.357,5.8,11.8,.489,.504,2.2,3.0,.724,1.3,3.5,4.8,6.4,1.7,0.8,2.9,2.1,20.0
214,Justin Holiday\holidju01,SG,30,IND,48,2,25.2,2.9,6.7,.429,1.8,4.4,.417,1.0,2.3,.450,.565,0.7,0.9,.805,0.4,3.0,3.4,1.5,1.0,0.6,0.5,1.7,8.3
215,Rondae Hollis-Jefferson\holliro01,SF,25,TOR,38,2,19.7,2.8,6.0,.467,0.1,0.4,.143,2.8,5.7,.488,.472,1.9,2.7,.733,2.1,2.9,5.0,1.7,0.9,0.4,1.0,2.1,7.6
216,Richaun Holmes\holmeri01,C,26,SAC,37,33,29.4,5.5,8.4,.660,0.0,0.0,,5.5,8.4,.660,.660,2.1,2.5,.817,3.1,5.4,8.5,1.0,1.1,1.4,1.2,3.9,13.1
217,Rodney Hood\hoodro01,SF,27,POR,21,21,29.5,4.1,8.2,.506,1.7,3.4,.493,2.5,4.8,.515,.608,1.0,1.3,.778,0.5,3.0,3.4,1.5,0.8,0.2,0.9,2.2,11.0
218,Al Horford\horfoal01,C,33,PHI,44,44,31.1,5.1,11.4,.451,1.4,4.3,.321,3.8,7.1,.531,.512,0.9,1.2,.722,1.6,5.1,6.7,4.0,1.0,0.9,1.1,2.2,12.5
219,Talen Horton-Tucker\hortota01,SG,19,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
220,Danuel House\houseda01,SF,26,HOU,41,30,30.3,3.5,8.3,.421,2.0,5.4,.367,1.5,2.9,.521,.540,1.2,1.6,.761,1.0,3.2,4.2,1.3,1.0,0.6,1.0,2.2,10.2
221,Dwight Howard\howardw01,C,34,LAL,46,2,20.1,3.1,4.3,.724,0.1,0.1,.600,3.1,4.2,.727,.731,1.3,2.8,.469,2.6,5.1,7.7,0.7,0.5,1.4,1.2,3.3,7.6
222,Kevin Huerter\huertke01,SG,21,ATL,37,29,28.6,4.1,10.0,.411,2.1,5.5,.389,2.0,4.5,.437,.518,1.1,1.3,.796,0.6,3.7,4.4,3.3,0.9,0.5,1.6,2.4,11.4
223,De'Andre Hunter\huntede01,SF,22,ATL,47,46,31.0,4.5,10.9,.409,1.6,4.7,.332,2.9,6.2,.467,.481,1.7,2.2,.771,0.5,3.3,3.8,1.8,0.7,0.3,1.6,2.8,12.2
224,Chandler Hutchison\hutchch01,SF,23,CHI,23,6,16.8,2.6,5.2,.500,0.4,1.2,.333,2.2,4.0,.548,.538,1.5,2.4,.618,0.3,2.9,3.3,0.8,0.9,0.3,0.9,1.4,7.1
225,Serge Ibaka\ibakase01,C,30,TOR,37,14,26.2,6.1,12.0,.507,1.0,2.7,.374,5.1,9.3,.545,.548,1.8,2.5,.739,2.1,6.1,8.2,1.3,0.6,0.8,1.8,2.7,15.0
